"ech","type","date","parcelle","trt","block","sub_ech","poids","vol_saline","Filtre","temoin","run","Plaque_PCR","rep_seq","rep_run","pseudo_count","bact_count","pseudo_rawcount","bact_rawcount","dil_rif","count_rif","dil_tsa","X"
"S181","S181","Sol","Date 2","13","Plastique",4,1,0.8,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S182","S182","Sol","Date 2","13","Plastique",4,2,1,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S183","S183","Sol","Date 2","13","Plastique",4,3,0.79,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S184","S184","Sol","Date 2","14","Sol_nu",4,1,0.55,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S185","S185","Sol","Date 2","14","Sol_nu",4,2,0.78,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S186","S186","Sol","Date 2","14","Sol_nu",4,3,0.58,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S187","S187","Sol","Date 2","15","Seigle",4,1,0.72,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S188","S188","Sol","Date 2","15","Seigle",4,2,0.56,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S189","S189","Sol","Date 2","15","Seigle",4,3,0.58,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S190","S190","Sol","Date 2","16","Seigle_Bru",4,1,0.69,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S191","S191","Sol","Date 2","16","Seigle_Bru",4,2,0.73,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S192","S192","Sol","Date 2","16","Seigle_Bru",4,3,0.61,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S193","S193","Sol","Date 2","17","Plastique",4,1,0.88,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S194","S194","Sol","Date 2","17","Plastique",5,2,0.59,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S195","S195","Sol","Date 2","17","Plastique",5,3,0.62,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S196","S196","Sol","Date 2","18","Seigle",5,1,0.77,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S197","S197","Sol","Date 2","18","Seigle",5,2,0.62,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S198","S198","Sol","Date 2","18","Seigle",5,3,0.68,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S199","S199","Sol","Date 2","19","Seigle_Bru",5,1,0.63,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S200","S200","Sol","Date 2","19","Seigle_Bru",5,2,0.61,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S201","S201","Sol","Date 2","19","Seigle_Bru",5,3,0.62,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S202","S202","Sol","Date 2","20","Sol_nu",5,1,0.66,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S203","S203","Sol","Date 2","20","Sol_nu",5,2,0.65,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S204","S204","Sol","Date 2","20","Sol_nu",5,3,0.61,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S205","S205","Sol","Date 2","21","Sol_nu",6,1,0.75,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S206","S206","Sol","Date 2","21","Sol_nu",6,2,0.79,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S207","S207","Sol","Date 2","21","Sol_nu",6,3,0.83,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S208","S208","Sol","Date 2","22","Seigle_Bru",6,1,0.55,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S209","S209","Sol","Date 2","22","Seigle_Bru",6,2,0.66,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S210","S210","Sol","Date 2","22","Seigle_Bru",6,3,0.69,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S211","S211","Sol","Date 2","23","Plastique",6,1,0.74,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S212","S212","Sol","Date 2","23","Plastique",6,2,0.85,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S213","S213","Sol","Date 2","23","Plastique",6,3,0.62,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S214","S214","Sol","Date 2","24","Seigle",6,1,1.1,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S215","S215","Sol","Date 2","24","Seigle",6,2,0.42,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S216","S216","Sol","Date 2","24","Seigle",6,3,0.54,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S217","S217","Sol","Date 3","1","Sol_nu",1,1,0.57,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S218","S218","Sol","Date 3","1","Sol_nu",1,2,0.83,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S219","S219","Sol","Date 3","1","Sol_nu",1,3,0.78,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S220","S220","Sol","Date 3","2","Plastique",1,1,0.55,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S221","S221","Sol","Date 3","2","Plastique",1,2,0.72,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S222","S222","Sol","Date 3","2","Plastique",1,3,0.78,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S223","S223","Sol","Date 3","3","Seigle",1,1,0.71,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S224","S224","Sol","Date 3","3","Seigle",1,2,0.67,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S225","S225","Sol","Date 3","3","Seigle",1,3,0.69,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S226","S226","Sol","Date 3","4","Seigle_Bru",1,1,0.83,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S227","S227","Sol","Date 3","4","Seigle_Bru",1,2,0.71,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S228","S228","Sol","Date 3","4","Seigle_Bru",1,3,0.8,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S229","S229","Sol","Date 3","5","Plastique",2,1,0.9,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S230","S230","Sol","Date 3","5","Plastique",2,2,0.71,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S231","S231","Sol","Date 3","5","Plastique",2,3,0.69,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S232","S232","Sol","Date 3","6","Seigle_Bru",2,1,0.73,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S233","S233","Sol","Date 3","6","Seigle_Bru",2,2,0.64,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S234","S234","Sol","Date 3","6","Seigle_Bru",2,3,0.74,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S235","S235","Sol","Date 3","7","Sol_nu",2,1,0.85,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S236","S236","Sol","Date 3","7","Sol_nu",2,2,0.58,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S237","S237","Sol","Date 3","7","Sol_nu",2,3,0.69,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S238","S238","Sol","Date 3","8","Seigle",2,1,0.57,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S239","S239","Sol","Date 3","8","Seigle",2,2,0.67,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S240","S240","Sol","Date 3","8","Seigle",2,3,0.71,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S241","S241","Sol","Date 3","9","Sol_nu",3,1,0.75,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S242","S242","Sol","Date 3","9","Sol_nu",3,2,0.75,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S243","S243","Sol","Date 3","9","Sol_nu",3,3,0.54,NA,NA,NA,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S244","S244","Sol","Date 3","10","Seigle",3,1,0.78,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S245","S245","Sol","Date 3","10","Seigle",3,2,0.64,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S246","S246","Sol","Date 3","10","Seigle",3,3,0.52,NA,NA,NA,2,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S247","S247","Sol","Date 3","11","Seigle_Bru",3,1,0.75,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S248","S248","Sol","Date 3","11","Seigle_Bru",3,2,0.66,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S249","S249","Sol","Date 3","11","Seigle_Bru",3,3,0.77,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S250","S250","Sol","Date 3","12","Plastique",3,1,0.48,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S251","S251","Sol","Date 3","12","Plastique",3,2,1,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S252","S252","Sol","Date 3","12","Plastique",3,3,0.67,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S253","S253","Sol","Date 3","13","Plastique",4,1,0.8,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S254","S254","Sol","Date 3","13","Plastique",4,2,0.61,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S255","S255","Sol","Date 3","13","Plastique",4,3,0.91,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S256","S256","Sol","Date 3","14","Sol_nu",4,1,0.77,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S257","S257","Sol","Date 3","14","Sol_nu",4,2,0.85,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S258","S258","Sol","Date 3","14","Sol_nu",4,3,1,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S259","S259","Sol","Date 3","15","Seigle",4,1,0.88,NA,NA,NA,1,"4",NA,"Seigle",NA,NA,NA,NA,NA,NA,NA,NA
"S259.2","S259.2","Sol","Date 3","15","Seigle",4,1,0.88,NA,NA,NA,2,"8",NA,"Seigle",NA,NA,NA,NA,NA,NA,NA,NA
"S260","S260","Sol","Date 3","15","Seigle",4,2,0.78,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S261.I","S261.I","Sol","Date 3","15","Seigle",4,3,0.79,NA,NA,NA,1,"4",NA,"Seigle",NA,NA,NA,NA,NA,NA,NA,NA
"S261.II","S261.II","Sol","Date 3","15","Seigle",4,3,0.79,NA,NA,NA,2,"8",NA,"Seigle",NA,NA,NA,NA,NA,NA,NA,NA
"S262","S262","Sol","Date 3","16","Seigle_Bru",4,1,0.71,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S263","S263","Sol","Date 3","16","Seigle_Bru",4,2,0.68,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S264","S264","Sol","Date 3","16","Seigle_Bru",4,3,0.53,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S265","S265","Sol","Date 3","17","Plastique",4,1,0.71,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S266","S266","Sol","Date 3","17","Plastique",5,2,0.59,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S267","S267","Sol","Date 3","17","Plastique",5,3,0.79,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S268","S268","Sol","Date 3","18","Seigle",5,1,0.61,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S269","S269","Sol","Date 3","18","Seigle",5,2,0.63,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S270","S270","Sol","Date 3","18","Seigle",5,3,0.68,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S271","S271","Sol","Date 3","19","Seigle_Bru",5,1,0.84,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S272","S272","Sol","Date 3","19","Seigle_Bru",5,2,0.65,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S273","S273","Sol","Date 3","19","Seigle_Bru",5,3,0.57,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S274","S274","Sol","Date 3","20","Sol_nu",5,1,0.69,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S275","S275","Sol","Date 3","20","Sol_nu",5,2,0.84,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S276","S276","Sol","Date 3","20","Sol_nu",5,3,0.59,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S277","S277","Sol","Date 3","21","Sol_nu",6,1,0.74,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S278","S278","Sol","Date 3","21","Sol_nu",6,2,0.6,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S279","S279","Sol","Date 3","21","Sol_nu",6,3,0.82,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S280","S280","Sol","Date 3","22","Seigle_Bru",6,1,0.52,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S281","S281","Sol","Date 3","22","Seigle_Bru",6,2,0.63,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S282","S282","Sol","Date 3","22","Seigle_Bru",6,3,0.63,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S283","S283","Sol","Date 3","23","Plastique",6,1,0.78,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S284","S284","Sol","Date 3","23","Plastique",6,2,0.58,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S285","S285","Sol","Date 3","23","Plastique",6,3,0.42,NA,NA,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S286","S286","Sol","Date 3","24","Seigle",6,1,0.52,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S287","S287","Sol","Date 3","24","Seigle",6,2,0.66,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S288","S288","Sol","Date 3","24","Seigle",6,3,0.87,NA,NA,NA,2,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1","F1","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"NF",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F2","F2","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"NF",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F3","F3","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"NF",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F4","F4","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"NF",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F5","F5","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"NF",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F6","F6","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"NF",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F7","F7","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F8","F8","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F9","F9","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F10","F10","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F11","F11","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F12","F12","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F13","F13","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F14","F14","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F15","F15","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F16","F16","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F17","F17","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F18","F18","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F19","F19","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F20","F20","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F21","F21","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F22","F22","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F23","F23","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F24","F24","Courge_F","NA NA","Filtre",NA,NA,NA,NA,"F+2.5+0.5",NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M200","M200","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M210","M210","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M279","M279","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M85","M85","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M86","M86","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mock","Mock","Mock","Mock_Control","Mock",NA,NA,NA,NA,NA,"+",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264.1","T264.1","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",1,1,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264.2","T264.2","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",1,2,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264.3","T264.3","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",1,3,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264.4","T264.4","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",1,4,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264a","T264a","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",2,1,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264b","T264b","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",2,2,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264c","T264c","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",2,3,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"T264e","T264e","T264","Pseudo_Control","T264",NA,NA,NA,NA,NA,"+",2,4,"x","x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCR.1","TPCR.1","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCR.2","TPCR.2","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCR.3","TPCR.3","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCR.4","TPCR.4","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRa","TPCRa","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRb","TPCRb","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRc","TPCRc","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRd","TPCRd","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRe","TPCRe","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRf","TPCRf","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TPCRg","TPCRg","TPCR","PCR_Control","TPCR",NA,NA,NA,NA,NA,"-",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
